id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator
221620-2019	Jászberény - villamos energia Hivatkozási szám: EKR000566612019	Általános felhasználású (1. rész) és közvilágítási célú (2. rész) villamos energia értékesítése a 1.1.2020 00:00 CET – 31.12.2021 24:00 CET közötti időszakban teljes ellátás alapú villamos energia kereskedelmi szerződés keretében.	9310000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221709-2020	Műtőasztal rendszer és műtőlámpa beszerzése Hivatkozási szám: EKR001571192019	Adásvételi szerződés - Műtőasztal rendszer és műtőlámpa beszerzése a Borsod-Abaúj-Zemplén Megyei Központi Kórház és Egyetemi Oktatókórház részére	33192300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221741-2020	DEK-892 Titánpor beszerzése GINOP-2.2.1 Hivatkozási szám: EKR000131672020	A Debreceni Egyetem GINOP-2.2.1-15-2017-00055 azonosítószámú, „Implantátumok osteoszintézisének kutatása és trabekuláris szerkezet kifejlesztése Additive Manufacturing alkalmazásával” c. pályázat keretében EOS M290 3D nyomtatóhoz titánport kíván beszerezni.	14724000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221747-2020	Projektorok beszerzése Hivatkozási szám: EKR000292582020	„Projektorok beszerzése” (projektor beszerzése az EFOP-3.2.4-16-2016-00001 [Digitális kompetencia fejlesztése] című projekt keretében)	38652100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221785-2015	MTK Hidegkuti Nándor Stadion fejlesztéséhez kapcsolódó részletes kiviteli tervek és megvalósulási tervdokumentáció elkészítése, és a stadion teljes körű kivitelezési munkálatainak elvégzése, vállalkozási szerződés keretében.	MTK Hidegkuti Nándor Stadion fejlesztéséhez kapcsolódó részletes kiviteli tervek és megvalósulási tervdokumentáció elkészítése, és a stadion teljes körű kivitelezési munkálatainak elvégzése, vállalkozási szerződés keretében.	45212200|45212224|71245000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221788-2015	Tervezéssel vegyes vállalkozási szerződés keretében a „Fűtőmű – Science Múzeum és Művészeti központ létrehozása” elnevezésű, TIOP-1.3.3-08/2-2009-0006 azonosítószámú projekt megvalósításához kapcsolódó Bolyai Science & Art Center, nem támogatott műszaki tartalom kivitelezési munkálatainak elvégzése.	Tervezéssel vegyes vállalkozási szerződés keretében a „Fűtőmű – Science Múzeum és Művészeti központ létrehozása” elnevezésű, TIOP-1.3.3-08/2-2009-0006 azonosítószámú projekt megvalósításához kapcsolódó Bolyai Science & Art Center, nem támogatott műszaki tartalom kivitelezési munkálatainak elvégzése.	44480000|45223200|45223300|45233228|45262600|45315100|45323000|45421153|65000000|71220000|77300000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221827-2019	Képalkotó berendezések beszerzése Hivatkozási szám: EKR000547622019	„Neuro-imager and accesories (fotoakusztikus és nagyfelbontású ultrahang) képalkotó és SPECT/CT rendszer (nagyérzékenységű és nagyfelbontású izotópos és röntgen kisállat képalkotó berendezés) beszerzése a VEKOP -2.3.3-15-2016-00005 azonosító számú pályázat alapján”	33112200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221850-2017	Megbízási szerződés Élőerős őrzés-védelmi, vagyonvédelmi, információs és portaszolgálati feladatok ellátása az Országos Vérellátó Szolgálat részére. Hivatkozási szám: 10/OVSZ/2017	Megbízási szerződés Élőerős őrzés-védelmi, vagyonvédelmi, információs és portaszolgálati feladatok ellátása az Országos Vérellátó Szolgálat részére.	79710000|79713000|79715000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221902-2012	„Takarítás/2012”.	Vállalkozási szerződés 24 hónapra a Bevándorlási és Állampolgársági Hivatal budapesti, debreceni és szegedi regionális igazgatóságainak illetve kirendeltségeinek, valamint az ezekhez tartozó udvarok általános és időszaki takarítása tárgyban 3 részajánlati körben, beleértve az eseti takarítási feladatokat is, valamint a járdafelületek, udvar síkosság mentesítését is.	90910000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221903-2012	FIDIC mérnöki és műszaki ellenőri feladatok ellátása: 1. rész: „Bodrogközi Tisza-felső és a Bodrog bal parti árvízvédelmi rendszer fejlesztése - KEOP-2.1.1/2F/09-11-2011-0005” című pályázathoz kapcsolódóan 2. rész: „Taktaköz-felső árvízvédelmi rendszer fejlesztése - KEOP-2.1.1/2F/09-11-2011-0006” című pályázathoz kapcsolódóan.	FIDIC mérnöki és műszaki ellenőri feladatok ellátása: 1. rész: „Bodrogközi Tisza-felső és a Bodrog bal parti árvízvédelmi rendszer fejlesztése - KEOP-2.1.1/2F/09-11-2011-0005” című pályázathoz kapcsolódóan; 2. rész: „Taktaköz-felső árvízvédelmi rendszer fejlesztése - KEOP-2.1.1/2F/09-11-2011-0006” című pályázathoz kapcsolódóan.	71300000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
221904-2012	Az Új Nemzedék Jövőjéért Program kommunikációs, PR ügynökségi, valamint kreatív tervezési és gyártási feladatainak ellátása vállalkozási és felhasználási keretszerződés keretében.	Vállalkozási és felhasználási keretszerződés az Új Nemzedék Jövőjéért Program kommunikációs, PR ügynökségi, valamint kreatív tervezési és gyártási feladatainak ellátása tárgyában.	79342200|79416000|79822500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222-2018	Keretmegállapodás a Szent Margit Kórház lakossági gyógyszerellátást végző vényforgalmas gyógyszertára részére gyógyszerek és egyéb termékek beszerzésére	Ajánlatkérő saját intézményében működő lakossági gyógyszerellátást végző vényforgalmú gyógyszertára részére 12 hónapban szükséges a 321/2015. (X. 30.) Korm. rendelet (a továbbiakban: Korm. rendelet) 46.§ (3) bekezdésében foglaltak figyelembe vételével meghatározott különféle gyógyszereket, kötszereket, gyógyászati segédeszközöket és egyéb készítményeket (beleértve a magisztrális készítményeket és alapanyagokat is) kívánja megvásárolnia Kbt. 104.§ (3) bekezdés alapján több ajánlattevővel megkötött keretmegállapodás alapján. A Kbt. 105. § (2) bekezdés a) pontja alapján, az esetenkénti beszerzésre, a Kbt. 104. § (3) bekezdés szerinti keretmegállapodásban meghatározott feltételek szerint, az ajánlatkérő által közvetlen megrendelés útján a 105. § (2) bekezdés a) pontja szerint kiválasztott ajánlattevőtől kerül sor.	33690000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222092-2012	Megbízási szerződés a „Lajosmizse Város csatornahálózatának kiépítése és szennyvíztisztító telepének bővítése” (KEOP-1.2.0/2F/09-2010-0077) elnevezésű projekttel kapcsolatos projektmenedzsment feladatok ellátására.	Megbízási szerződés a „Lajosmizse Város csatornahálózatának kiépítése és szennyvíztisztító telepének bővítése” (KEOP-1.2.0/2F/09-2010-0077) elnevezésű projekttel kapcsolatos projektmenedzsment feladatok ellátására.	71248000|71311100|72224000|79411000|79412000|79421000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222224-2012	Megbízási szerződés keretében a "Beregi komplex árapasztási és ártér-revitalizációs fejlesztés" projekt megvalósításával és hatékony üzemeltetése előkészítésével kapcsolatos PR- és tájékoztatási tevékenység teljes körű ellátása, ideértve annak megtervezését, megszervezését, lebonyolítását, a szükséges szakértői rendelkezésre állás folyamatos biztosítását és a konfliktuskezelést is." (KEOP-2.1.1/2F/09-2010-0007).	Megbízási szerződés keretében a "Beregi komplex árapasztási és ártér-revitalizációs fejlesztés" projekt megvalósításával és hatékony üzemeltetése előkészítésével kapcsolatos PR- és tájékoztatási tevékenység teljes körű ellátása, ideértve annak megtervezését, megszervezését, lebonyolítását, a szükséges szakértői rendelkezésre állás folyamatos biztosítását és a konfliktuskezelést is." (KEOP-2.1.1/2F/09-2010-0007).	79320000|79340000|79416000|79821000|92111200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222226-2012	Hitelszerződés 2012.	Beruházási hitelszerződés.	66113000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222227-2012	Hulladékszállítás - Leányfalu, Visegrád, Dunabogdány, Kisoroszi, Tahitótfalu településeken.	Települési szilárd, szelektíven gyűjtött, zöldhulladék, veszélyes hulladék begyűjtése, elszállítása, ártalmatlanítása, illetve lomtalanítás Leányfalu, Visegrád, Dunabogdány, Kisoroszi és Tahitótfalu településeken. Ügyfélszolgálat létrehozása és ügyeleti rendszer működtetése.	90500000|90510000|90511000|90511200|90512000|90513000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222228-2012	Vállalkozási szerződés.	A Nemzeti Adó- és Vámhivatal Dél-alföldi Regionális Adó Főigazgatósága kezelésében lévő Békés megyei objektumok takarítása.	90911000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222229-2012	Vállalkozási keretszerződés keretében közutak, gyorsforgalmi utak és vasutak fejlesztésével kapcsolatos beruházásokat, valamint a NIF Zrt. kommunikációs tevékenységét támogató PR és médiavásárlási feladatok ellátása.	Vállalkozási keretszerződés a Közutak, gyorsforgalmi utak és vasutak fejlesztésével kapcsolatos beruházásokat, valamint a NIF Zrt. kommunikációs tevékenységét támogató PR és médiavásárlási feladatok ellátása.	79416000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222230-2012	Szolgáltatási szerződés az SZTE Szent-Györgyi Albert Klinikai Központ számára komplex kórház-informatikai rendszer szolgáltatás nyújtására.	Szolgáltatási szerződés az SZTE Szent-Györgyi Albert Klinikai Központ számára komplex kórház-informatikai rendszer szolgáltatás nyújtására.	72300000	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222231-2012	Debrecen, Borzán Gáspár utcai buszforduló és hozzá kapcsolódóan a Borzán - Diószegi - Gizella utca csomópontjában körforgalom kiépítéséhez kapcsolódó műszaki ellenőri feladatok ellátása a projektzárásig (záró projekt-előrehaladási jelentés elfogadásáig), valamint a kivitelezést követő jótállási időszak végéig megbízási szerződés keretében.	Debrecen, Borzán Gáspár utcai buszforduló és hozzá kapcsolódóan a Borzán - Diószegi - Gizella utca csomópontjában körforgalom kiépítéséhez kapcsolódó műszaki ellenőri feladatok ellátása a projektzárásig (záró projekt-előrehaladási jelentés elfogadásáig), valamint a kivitelezést követő jótállási időszak végéig megbízási szerződés keretében.	71247000|71248000|71356100|71356300|71631000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222232-2012	Közreműködő Szervezet által kezelt pályázatok szakmai értékelésének minőségbiztosítása 7 szakterületen.	Vállalkozási szerződés - Közreműködő Szervezet által kezelt pályázatok szakmai értékelésének minőségbiztosítása tárgyában.	79000000|79419000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222245-2012	Külső Bécsi úti villamosvonal meghosszabbításának előkészítése.	Külső Bécsi úti villamosvonal meghosszabbításának előkészítése.	71241000|71242000|71320000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222249-2015	Adásvételi szerződés. A KEOP-5.6.0/E/15 „Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása”pályázat keretében 1 darab PET/CT gép beszerzésére.	Adásvételi szerződés keretében a KEOP-5.6.0/E/15 „„Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása” pályázat keretében 1 darab gyárilag új PET/CT gép beszerzése, amely eredményeképpen a régi gép kiszerelése, az új berendezés szállítása, üzembe helyezését követően, 24 órás mérés alapján alátámasztott, egy vizsgálatra vetített energia-felhasználás csökkenést kell biztosítani a lecserélt régi géphez képest. A teljesítés magában foglalja a régi gép kiszerelését, a gyárilag új készülék leszállítását, üzembe helyezését, a kezelő személyzet betanítását, a fenti feladatokra vállalt átfutási időre, a fenntartási időszak (5 év) végéig tartó szállítói jótállás vállalását, ehhez kapcsolódóan a napi működtetéshez szükséges tervszerű, megelőző karbantartás biztosítását, valamint az évenkénti fenntartási jelentések alátámasztására szolgáló további mérésekről és a vállalt indikátorok teljesüléséről szóló adatszolgáltatás nyújtását. A részletes szakmai követelményrendszer meghatározását az Ajánlati Dokumentáció tartalmazza.	33115000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222252-2015	Adásvételi szerződés a KEOP – 5.6.0/E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan, meglévő röntgen berendezések cseréje új röntgen berendezések szállításával, telepítésével, üzembe helyezésével, a régi berendezések leszerelése, és az előzőek végrehajtásához elengedhetetlenül szükséges járulékos munkák elvégzése a Kiskunhalasi Semmelweis Kórház részére.	Adásvételi szerződés a KEOP – 5.6.0/E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan, meglévő röntgen berendezések cseréje új röntgen berendezések szállításával, telepítésével, üzembe helyezésével, a régi berendezések leszerelése, és az előzőek végrehajtásához elengedhetetlenül szükséges járulékos munkák elvégzése a dokumentációban részletezettek szerint.	33111000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222259-2015	KEOP-5.6.0/E/15 „Egészségügyi eszközök energia-megtakarítást célzó berendezések támogatása” pályázati konstrukció keretében 1 db digitális felvételi-átvilágító röntgen berendezés beszerzése adásvételi szerződés keretében, a berendezés szállítása, telepítése és üzembe helyezése, valamint az előzőek végrehajtásához elengedhetetlenül szükséges járulékos munkák elvégzése.	KEOP-5.6.0/E/15 „Egészségügyi eszközök energia-megtakarítást célzó berendezések támogatása” pályázati konstrukció keretében 1 db digitális felvételi-átvilágító röntgen berendezés beszerzése adásvételi szerződés keretében, a berendezés szállítása, telepítése és üzembe helyezése, valamint az előzőek végrehajtásához elengedhetetlenül szükséges járulékos munkák elvégzése.	33100000|33111000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222269-2015	Vállalkozási szerződés röntgen berendezések szállítására, üzembe helyezésére, javítására a jótállási időn belül, a felhasználók betanítására az „Egészségügyi eszközök energia-megtakarítást célzó beszerzésének támogatása” elnevezésű, KEOP – 5.6.0/E/15 számú projekt keretében.	Adásvételi szerződés röntgen berendezések szállítására, üzembe helyezésére, javítására a jótállási időn belül, a felhasználók betanítására, a KEOP – 5.6.0/E/15 „Egészségügyi eszközök energia megtakarítást célzó beszerzésének támogatása” című konstrukcióhoz kapcsolódóan.	33100000|33111000|33111500|33111650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222270-2015	Parkolójegy kiadó automaták beszerzése és üzembe helyezése használati joguk – vételi joggal történő – megszerzésével.	Parkolójegy kiadó automaták és tartozékai beszerzése, azok leszállításával, helyszíni telepítésével és üzembe helyezésével Veszprém város közigazgatási területére, a parkolójegy kiadó automaták használati jogának megszerzésével – vételi jog kikötésével – bérleti szerződés keretében.	38730000	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
222272-2015	Adásvételi keretszerződés a Semmelweis Egyetem részére 12 havi gyógyszerkészítmények beszerzése.	A Semmelweis Egyetem részére 12 havi gyógyszerkészítmények beszerzése adásvételi keretszerződés keretében.	33600000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
